PLOT NO.,Age,Ground Cover,Slope_Class,PLOT SIZE_M2,YEAR,MONTH ,DAY,RAINFALL_MM,TOTAL_L
1,1,A,C,222.57,2006,5,12,10.4,170
1,1,A,C,222.57,2006,5,13,16.4,470
1,1,A,C,222.57,2006,5,14,41,4832
1,1,A,C,222.57,2006,5,15,19,550
1,1,A,C,222.57,2006,5,19,7.8,5
1,1,A,C,222.57,2006,5,20,1.4,0
1,1,A,C,222.57,2006,5,21,68.2,17936
1,1,A,C,222.57,2006,5,22,2.8,0
1,1,A,C,222.57,2006,5,24,4.6,0
1,1,A,C,222.57,2006,5,27,3.8,0
1,1,A,C,222.57,2006,5,28,2.4,0
2,1,A,A,219.5,2006,5,1,2.4,0
2,1,A,A,219.5,2006,5,2,3,0
2,1,A,A,219.5,2006,5,3,1.4,0
2,1,A,A,219.5,2006,5,4,10,15
2,1,A,A,219.5,2006,5,5,4,0
2,1,A,A,219.5,2006,5,6,6.8,10
2,1,A,A,219.5,2006,5,9,29,220
2,1,A,A,219.5,2006,5,10,7.2,50
2,1,A,A,219.5,2006,5,11,16.8,190
2,1,A,A,219.5,2006,5,12,10.4,125
2,1,A,A,219.5,2006,5,13,16.4,380
2,1,A,A,219.5,2006,5,14,41,2280
2,1,A,A,219.5,2006,5,15,19,510
2,1,A,A,219.5,2006,5,19,7.8,5
2,1,A,A,219.5,2006,5,20,1.4,0
2,1,A,A,219.5,2006,5,21,68.2,5250
2,1,A,A,219.5,2006,5,22,2.8,0
2,1,A,A,219.5,2006,5,24,4.6,0
2,1,A,A,219.5,2006,5,27,3.8,0
2,1,A,A,219.5,2006,5,28,2.4,0
3,1,A,A,218.69,2006,5,1,2.4,0
3,1,A,A,218.69,2006,5,2,3,0
3,1,A,A,218.69,2006,5,3,1.4,0
3,1,A,A,218.69,2006,5,4,10,5
3,1,A,A,218.69,2006,5,5,4,0
3,1,A,A,218.69,2006,5,6,6.8,5
3,1,A,A,218.69,2006,5,9,29,120
3,1,A,A,218.69,2006,5,10,7.2,35
3,1,A,A,218.69,2006,5,11,16.8,170
3,1,A,A,218.69,2006,5,12,10.4,90
3,1,A,A,218.69,2006,5,13,16.4,340
3,1,A,A,218.69,2006,5,14,41,3632
3,1,A,A,218.69,2006,5,15,19,730
3,1,A,A,218.69,2006,5,19,7.8,5
3,1,A,A,218.69,2006,5,20,1.4,0
3,1,A,A,218.69,2006,5,21,68.2,7952
3,1,A,A,218.69,2006,5,22,2.8,0
3,1,A,A,218.69,2006,5,24,4.6,0
3,1,A,A,218.69,2006,5,27,3.8,0
3,1,A,A,218.69,2006,5,28,2.4,0
4,1,A,A,218.49,2006,5,1,2.4,0
4,1,A,A,218.49,2006,5,2,3,0
4,1,A,A,218.49,2006,5,3,1.4,0
4,1,A,A,218.49,2006,5,4,10,40
4,1,A,A,218.49,2006,5,5,4,0
4,1,A,A,218.49,2006,5,6,6.8,30
4,1,A,A,218.49,2006,5,9,29,360
4,1,A,A,218.49,2006,5,10,7.2,90
4,1,A,A,218.49,2006,5,11,16.8,240
4,1,A,A,218.49,2006,5,12,10.4,120
4,1,A,A,218.49,2006,5,13,16.4,400
4,1,A,A,218.49,2006,5,14,41,4508
4,1,A,A,218.49,2006,5,15,19,820
4,1,A,A,218.49,2006,5,19,7.8,5
4,1,A,A,218.49,2006,5,20,1.4,0
4,1,A,A,218.49,2006,5,21,68.2,7523
4,1,A,A,218.49,2006,5,22,2.8,0
4,1,A,A,218.49,2006,5,24,4.6,0
4,1,A,A,218.49,2006,5,27,3.8,0
4,1,A,A,218.49,2006,5,28,2.4,0
5,1,A,A,218.61,2006,5,1,2.4,0
5,1,A,A,218.61,2006,5,2,3,0
5,1,A,A,218.61,2006,5,3,1.4,0
5,1,A,A,218.61,2006,5,4,10,150
5,1,A,A,218.61,2006,5,5,4,0
5,1,A,A,218.61,2006,5,6,6.8,95
5,1,A,A,218.61,2006,5,9,29,660
5,1,A,A,218.61,2006,5,10,7.2,220
5,1,A,A,218.61,2006,5,11,16.8,570
5,1,A,A,218.61,2006,5,12,10.4,250
5,1,A,A,218.61,2006,5,13,16.4,950
5,1,A,A,218.61,2006,5,14,41,6709
5,1,A,A,218.61,2006,5,15,19,2569
5,1,A,A,218.61,2006,5,19,7.8,10
5,1,A,A,218.61,2006,5,20,1.4,0
5,1,A,A,218.61,2006,5,21,68.2,10489
5,1,A,A,218.61,2006,5,22,2.8,0
5,1,A,A,218.61,2006,5,24,4.6,0
5,1,A,A,218.61,2006,5,27,3.8,0
5,1,A,A,218.61,2006,5,28,2.4,0
6,1,A,C,218.03,2006,5,1,2.4,0
6,1,A,C,218.03,2006,5,2,3,0
6,1,A,C,218.03,2006,5,3,1.4,0
6,1,A,C,218.03,2006,5,4,10,15
6,1,A,C,218.03,2006,5,5,4,0
6,1,A,C,218.03,2006,5,6,6.8,20
6,1,A,C,218.03,2006,5,9,29,600
6,1,A,C,218.03,2006,5,10,7.2,100
6,1,A,C,218.03,2006,5,11,16.8,330
6,1,A,C,218.03,2006,5,12,10.4,160
6,1,A,C,218.03,2006,5,13,16.4,660
6,1,A,C,218.03,2006,5,14,41,4730
6,1,A,C,218.03,2006,5,15,19,1090
6,1,A,C,218.03,2006,5,19,7.8,5
6,1,A,C,218.03,2006,5,20,1.4,0
6,1,A,C,218.03,2006,5,21,68.2,6440
6,1,A,C,218.03,2006,5,22,2.8,0
6,1,A,C,218.03,2006,5,24,4.6,0
6,1,A,C,218.03,2006,5,27,3.8,0
6,1,A,C,218.03,2006,5,28,2.4,0
7,1,A,A,218.08,2006,5,1,2.4,0
7,1,A,A,218.08,2006,5,2,3,0
7,1,A,A,218.08,2006,5,3,1.4,0
7,1,A,A,218.08,2006,5,4,10,65
7,1,A,A,218.08,2006,5,5,4,0
7,1,A,A,218.08,2006,5,6,6.8,70
7,1,A,A,218.08,2006,5,9,29,490
7,1,A,A,218.08,2006,5,10,7.2,175
7,1,A,A,218.08,2006,5,11,16.8,430
7,1,A,A,218.08,2006,5,12,10.4,215
7,1,A,A,218.08,2006,5,13,16.4,660
7,1,A,A,218.08,2006,5,14,41,3395
7,1,A,A,218.08,2006,5,15,19,900
7,1,A,A,218.08,2006,5,19,7.8,5
7,1,A,A,218.08,2006,5,20,1.4,0
7,1,A,A,218.08,2006,5,21,68.2,4295
7,1,A,A,218.08,2006,5,22,2.8,0
7,1,A,A,218.08,2006,5,24,4.6,0
7,1,A,A,218.08,2006,5,27,3.8,0
7,1,A,A,218.08,2006,5,28,2.4,0
8,1,B,C,217.88,2006,5,1,2.4,0
8,1,B,C,217.88,2006,5,2,3,0
8,1,B,C,217.88,2006,5,3,1.4,0
8,1,B,C,217.88,2006,5,4,10,150
8,1,B,C,217.88,2006,5,5,4,0
8,1,B,C,217.88,2006,5,6,6.8,100
8,1,B,C,217.88,2006,5,9,29,710
8,1,B,C,217.88,2006,5,10,7.2,180
8,1,B,C,217.88,2006,5,11,16.8,510
8,1,B,C,217.88,2006,5,12,10.4,265
8,1,B,C,217.88,2006,5,13,16.4,760
8,1,B,C,217.88,2006,5,14,41,3637
8,1,B,C,217.88,2006,5,15,19,1000
8,1,B,C,217.88,2006,5,19,7.8,10
8,1,B,C,217.88,2006,5,20,1.4,0
8,1,B,C,217.88,2006,5,21,68.2,50437
8,1,B,C,217.88,2006,5,22,2.8,0
8,1,B,C,217.88,2006,5,24,4.6,5
8,1,B,C,217.88,2006,5,27,3.8,0
8,1,B,C,217.88,2006,5,28,2.4,0
9,1,B,C,217.3,2006,5,1,2.4,0
9,1,B,C,217.3,2006,5,2,3,0
9,1,B,C,217.3,2006,5,3,1.4,0
9,1,B,C,217.3,2006,5,4,10,40
9,1,B,C,217.3,2006,5,5,4,0
9,1,B,C,217.3,2006,5,6,6.8,40
9,1,B,C,217.3,2006,5,9,29,560
9,1,B,C,217.3,2006,5,10,7.2,120
9,1,B,C,217.3,2006,5,11,16.8,430
9,1,B,C,217.3,2006,5,12,10.4,270
9,1,B,C,217.3,2006,5,13,16.4,710
9,1,B,C,217.3,2006,5,14,41,4766
9,1,B,C,217.3,2006,5,15,19,1060
9,1,B,C,217.3,2006,5,19,7.8,5
9,1,B,C,217.3,2006,5,20,1.4,0
9,1,B,C,217.3,2006,5,21,68.2,14144
9,1,B,C,217.3,2006,5,22,2.8,0
9,1,B,C,217.3,2006,5,24,4.6,0
9,1,B,C,217.3,2006,5,27,3.8,0
9,1,B,C,217.3,2006,5,28,2.4,0
10,1,B,C,221.45,2006,5,1,2.4,0
10,1,B,C,221.45,2006,5,2,3,0
10,1,B,C,221.45,2006,5,3,1.4,0
10,1,B,C,221.45,2006,5,4,10,15
10,1,B,C,221.45,2006,5,5,4,0
10,1,B,C,221.45,2006,5,6,6.8,30
10,1,B,C,221.45,2006,5,9,29,240
10,1,B,C,221.45,2006,5,10,7.2,70
10,1,B,C,221.45,2006,5,11,16.8,280
10,1,B,C,221.45,2006,5,12,10.4,170
10,1,B,C,221.45,2006,5,13,16.4,510
10,1,B,C,221.45,2006,5,14,41,3740
10,1,B,C,221.45,2006,5,15,19,600
10,1,B,C,221.45,2006,5,19,7.8,5
10,1,B,C,221.45,2006,5,20,1.4,0
10,1,B,C,221.45,2006,5,21,68.2,3110
10,1,B,C,221.45,2006,5,22,2.8,0
10,1,B,C,221.45,2006,5,24,4.6,5
10,1,B,C,221.45,2006,5,27,3.8,0
10,1,B,C,221.45,2006,5,28,2.4,0
11,1,A,A,220.43,2006,5,1,2.4,0
11,1,A,A,220.43,2006,5,2,3,0
11,1,A,A,220.43,2006,5,3,1.4,0
11,1,A,A,220.43,2006,5,4,10,100
11,1,A,A,220.43,2006,5,5,4,0
11,1,A,A,220.43,2006,5,6,6.8,90
11,1,A,A,220.43,2006,5,9,29,730
11,1,A,A,220.43,2006,5,10,7.2,230
11,1,A,A,220.43,2006,5,11,16.8,980
11,1,A,A,220.43,2006,5,12,10.4,660
11,1,A,A,220.43,2006,5,13,16.4,1730
11,1,A,A,220.43,2006,5,14,41,8300
11,1,A,A,220.43,2006,5,15,19,2180
11,1,A,A,220.43,2006,5,19,7.8,10
11,1,A,A,220.43,2006,5,20,1.4,0
11,1,A,A,220.43,2006,5,21,68.2,56540
11,1,A,A,220.43,2006,5,22,2.8,0
11,1,A,A,220.43,2006,5,24,4.6,15
11,1,A,A,220.43,2006,5,27,3.8,0
11,1,A,A,220.43,2006,5,28,2.4,0
12,1,A,C,217.49,2006,5,1,2.4,0
12,1,A,C,217.49,2006,5,2,3,0
12,1,A,C,217.49,2006,5,3,1.4,0
12,1,A,C,217.49,2006,5,4,10,50
12,1,A,C,217.49,2006,5,5,4,0
12,1,A,C,217.49,2006,5,6,6.8,35
12,1,A,C,217.49,2006,5,9,29,250
12,1,A,C,217.49,2006,5,10,7.2,80
12,1,A,C,217.49,2006,5,11,16.8,510
12,1,A,C,217.49,2006,5,12,10.4,430
12,1,A,C,217.49,2006,5,13,16.4,1020
12,1,A,C,217.49,2006,5,14,41,6530
12,1,A,C,217.49,2006,5,15,19,1130
12,1,A,C,217.49,2006,5,19,7.8,5
12,1,A,C,217.49,2006,5,20,1.4,0
12,1,A,C,217.49,2006,5,21,68.2,4730
12,1,A,C,217.49,2006,5,22,2.8,0
12,1,A,C,217.49,2006,5,24,4.6,0
12,1,A,C,217.49,2006,5,27,3.8,0
12,1,A,C,217.49,2006,5,28,2.4,0
13,1,B,A,220.97,2006,5,1,2.4,0
13,1,B,A,220.97,2006,5,2,3,0
13,1,B,A,220.97,2006,5,3,1.4,0
13,1,B,A,220.97,2006,5,4,10,10
13,1,B,A,220.97,2006,5,5,4,0
13,1,B,A,220.97,2006,5,6,6.8,10
13,1,B,A,220.97,2006,5,9,29,290
13,1,B,A,220.97,2006,5,10,7.2,60
13,1,B,A,220.97,2006,5,11,16.8,370
13,1,B,A,220.97,2006,5,12,10.4,160
13,1,B,A,220.97,2006,5,13,16.4,760
13,1,B,A,220.97,2006,5,14,41,5437
13,1,B,A,220.97,2006,5,15,19,1477
13,1,B,A,220.97,2006,5,19,7.8,50
13,1,B,A,220.97,2006,5,20,1.4,0
13,1,B,A,220.97,2006,5,21,68.2,55495
13,1,B,A,220.97,2006,5,22,2.8,0
13,1,B,A,220.97,2006,5,24,4.6,0
13,1,B,A,220.97,2006,5,27,3.8,0
13,1,B,A,220.97,2006,5,28,2.4,0
14,1,B,B,220.95,2006,5,1,2.4,0
14,1,B,B,220.95,2006,5,2,3,0
14,1,B,B,220.95,2006,5,3,1.4,0
14,1,B,B,220.95,2006,5,4,10,20
14,1,B,B,220.95,2006,5,5,4,0
14,1,B,B,220.95,2006,5,6,6.8,10
14,1,B,B,220.95,2006,5,9,29,140
14,1,B,B,220.95,2006,5,10,7.2,50
14,1,B,B,220.95,2006,5,11,16.8,210
14,1,B,B,220.95,2006,5,12,10.4,100
14,1,B,B,220.95,2006,5,13,16.4,910
14,1,B,B,220.95,2006,5,14,41,5534
14,1,B,B,220.95,2006,5,15,19,1484
14,1,B,B,220.95,2006,5,19,7.8,5
14,1,B,B,220.95,2006,5,20,1.4,0
14,1,B,B,220.95,2006,5,21,68.2,30689
14,1,B,B,220.95,2006,5,22,2.8,0
14,1,B,B,220.95,2006,5,24,4.6,0
14,1,B,B,220.95,2006,5,27,3.8,0
14,1,B,B,220.95,2006,5,28,2.4,0
15,1,B,C,219.25,2006,5,1,2.4,0
15,1,B,C,219.25,2006,5,2,3,0
15,1,B,C,219.25,2006,5,3,1.4,0
15,1,B,C,219.25,2006,5,4,10,45
15,1,B,C,219.25,2006,5,5,4,0
15,1,B,C,219.25,2006,5,6,6.8,30
15,1,B,C,219.25,2006,5,9,29,140
15,1,B,C,219.25,2006,5,10,7.2,60
15,1,B,C,219.25,2006,5,11,16.8,220
15,1,B,C,219.25,2006,5,12,10.4,100
15,1,B,C,219.25,2006,5,13,16.4,300
15,1,B,C,219.25,2006,5,14,41,4958
15,1,B,C,219.25,2006,5,15,19,810
15,1,B,C,219.25,2006,5,19,7.8,20
15,1,B,C,219.25,2006,5,20,1.4,0
15,1,B,C,219.25,2006,5,21,68.2,11978
15,1,B,C,219.25,2006,5,22,2.8,0
15,1,B,C,219.25,2006,5,24,4.6,5
15,1,B,C,219.25,2006,5,27,3.8,0
15,1,B,C,219.25,2006,5,28,2.4,0
1,1,A,C,222.57,2006,6,3,4.8,0
1,1,A,C,222.57,2006,6,4,6,0
1,1,A,C,222.57,2006,6,8,3.2,0
1,1,A,C,222.57,2006,6,10,44,200
1,1,A,C,222.57,2006,6,13,2,0
1,1,A,C,222.57,2006,6,15,28.6,700
1,1,A,C,222.57,2006,6,17,92.4,21176
1,1,A,C,222.57,2006,6,20,2.8,0
1,1,A,C,222.57,2006,6,23,5,0
1,1,A,C,222.57,2006,6,26,7.8,0
1,1,A,C,222.57,2006,6,29,3.2,0
1,1,A,C,222.57,2006,6,30,0.8,0
2,1,A,A,219.5,2006,6,3,4.8,0
2,1,A,A,219.5,2006,6,4,6,0
2,1,A,A,219.5,2006,6,8,3.2,0
2,1,A,A,219.5,2006,6,10,44,90
2,1,A,A,219.5,2006,6,13,2,0
2,1,A,A,219.5,2006,6,15,28.6,220
2,1,A,A,219.5,2006,6,17,92.4,6150
2,1,A,A,219.5,2006,6,20,2.8,0
2,1,A,A,219.5,2006,6,23,5,0
2,1,A,A,219.5,2006,6,26,7.8,0
2,1,A,A,219.5,2006,6,29,3.2,0
2,1,A,A,219.5,2006,6,30,0.8,0
3,1,A,A,218.69,2006,6,3,4.8,0
3,1,A,A,218.69,2006,6,4,6,0
3,1,A,A,218.69,2006,6,8,3.2,0
3,1,A,A,218.69,2006,6,10,44,60
3,1,A,A,218.69,2006,6,13,2,0
3,1,A,A,218.69,2006,6,15,28.6,220
3,1,A,A,218.69,2006,6,17,92.4,9392
3,1,A,A,218.69,2006,6,20,2.8,0
3,1,A,A,218.69,2006,6,23,5,0
3,1,A,A,218.69,2006,6,26,7.8,0
3,1,A,A,218.69,2006,6,29,3.2,0
3,1,A,A,218.69,2006,6,30,0.8,0
4,1,A,A,218.49,2006,6,3,4.8,0
4,1,A,A,218.49,2006,6,4,6,0
4,1,A,A,218.49,2006,6,8,3.2,0
4,1,A,A,218.49,2006,6,10,44,370
4,1,A,A,218.49,2006,6,13,2,0
4,1,A,A,218.49,2006,6,15,28.6,530
4,1,A,A,218.49,2006,6,17,92.4,11033
4,1,A,A,218.49,2006,6,20,2.8,0
4,1,A,A,218.49,2006,6,23,5,0
4,1,A,A,218.49,2006,6,26,7.8,0
4,1,A,A,218.49,2006,6,29,3.2,0
4,1,A,A,218.49,2006,6,30,0.8,0
5,1,A,A,218.61,2006,6,3,4.8,0
5,1,A,A,218.61,2006,6,4,6,0
5,1,A,A,218.61,2006,6,8,3.2,0
5,1,A,A,218.61,2006,6,10,44,260
5,1,A,A,218.61,2006,6,13,2,0
5,1,A,A,218.61,2006,6,15,28.6,750
5,1,A,A,218.61,2006,6,17,92.4,16204
5,1,A,A,218.61,2006,6,20,2.8,0
5,1,A,A,218.61,2006,6,23,5,0
5,1,A,A,218.61,2006,6,26,7.8,0
5,1,A,A,218.61,2006,6,29,3.2,0
5,1,A,A,218.61,2006,6,30,0.8,0
6,1,A,C,218.03,2006,6,3,4.8,0
6,1,A,C,218.03,2006,6,4,6,0
6,1,A,C,218.03,2006,6,8,3.2,0
6,1,A,C,218.03,2006,6,10,44,200
6,1,A,C,218.03,2006,6,13,2,0
6,1,A,C,218.03,2006,6,15,28.6,340
6,1,A,C,218.03,2006,6,17,92.4,8510
6,1,A,C,218.03,2006,6,20,2.8,0
6,1,A,C,218.03,2006,6,23,5,0
6,1,A,C,218.03,2006,6,26,7.8,0
6,1,A,C,218.03,2006,6,29,3.2,0
6,1,A,C,218.03,2006,6,30,0.8,0
7,1,A,A,218.08,2006,6,3,4.8,0
7,1,A,A,218.08,2006,6,4,6,0
7,1,A,A,218.08,2006,6,8,3.2,0
7,1,A,A,218.08,2006,6,10,44,310
7,1,A,A,218.08,2006,6,13,2,0
7,1,A,A,218.08,2006,6,15,28.6,610
7,1,A,A,218.08,2006,6,17,92.4,5645
7,1,A,A,218.08,2006,6,20,2.8,0
7,1,A,A,218.08,2006,6,23,5,0
7,1,A,A,218.08,2006,6,26,7.8,0
7,1,A,A,218.08,2006,6,29,3.2,0
7,1,A,A,218.08,2006,6,30,0.8,0
8,1,B,C,217.88,2006,6,3,4.8,0
8,1,B,C,217.88,2006,6,4,6,0
8,1,B,C,217.88,2006,6,8,3.2,0
8,1,B,C,217.88,2006,6,10,44,1090
8,1,B,C,217.88,2006,6,13,2,0
8,1,B,C,217.88,2006,6,15,28.6,1297
8,1,B,C,217.88,2006,6,17,92.4,82837
8,1,B,C,217.88,2006,6,20,2.8,0
8,1,B,C,217.88,2006,6,23,5,0
8,1,B,C,217.88,2006,6,26,7.8,10
8,1,B,C,217.88,2006,6,29,3.2,0
8,1,B,C,217.88,2006,6,30,0.8,0
9,1,B,C,217.3,2006,6,3,4.8,0
9,1,B,C,217.3,2006,6,4,6,0
9,1,B,C,217.3,2006,6,8,3.2,0
9,1,B,C,217.3,2006,6,10,44,1166
9,1,B,C,217.3,2006,6,13,2,0
9,1,B,C,217.3,2006,6,15,28.6,1166
9,1,B,C,217.3,2006,6,17,92.4,7106
9,1,B,C,217.3,2006,6,20,2.8,0
9,1,B,C,217.3,2006,6,23,5,0
9,1,B,C,217.3,2006,6,26,7.8,10
9,1,B,C,217.3,2006,6,29,3.2,0
9,1,B,C,217.3,2006,6,30,0.8,0
10,1,B,C,221.45,2006,6,3,4.8,0
10,1,B,C,221.45,2006,6,4,6,0
10,1,B,C,221.45,2006,6,8,3.2,0
10,1,B,C,221.45,2006,6,10,44,650
10,1,B,C,221.45,2006,6,13,2,0
10,1,B,C,221.45,2006,6,15,28.6,830
10,1,B,C,221.45,2006,6,17,92.4,5090
10,1,B,C,221.45,2006,6,20,2.8,0
10,1,B,C,221.45,2006,6,23,5,0
10,1,B,C,221.45,2006,6,26,7.8,5
10,1,B,C,221.45,2006,6,29,3.2,0
10,1,B,C,221.45,2006,6,30,0.8,0
11,1,A,A,220.43,2006,6,3,4.8,0
11,1,A,A,220.43,2006,6,4,6,0
11,1,A,A,220.43,2006,6,8,3.2,0
11,1,A,A,220.43,2006,6,10,44,620
11,1,A,A,220.43,2006,6,13,2,0
11,1,A,A,220.43,2006,6,15,28.6,1100
11,1,A,A,220.43,2006,6,17,92.4,42770
11,1,A,A,220.43,2006,6,20,2.8,0
11,1,A,A,220.43,2006,6,23,5,0
11,1,A,A,220.43,2006,6,26,7.8,5
11,1,A,A,220.43,2006,6,29,3.2,0
11,1,A,A,220.43,2006,6,30,0.8,0
12,1,A,C,217.49,2006,6,3,4.8,0
12,1,A,C,217.49,2006,6,4,6,0
12,1,A,C,217.49,2006,6,8,3.2,0
12,1,A,C,217.49,2006,6,10,44,270
12,1,A,C,217.49,2006,6,13,2,0
12,1,A,C,217.49,2006,6,15,28.6,835
12,1,A,C,217.49,2006,6,17,92.4,8870
12,1,A,C,217.49,2006,6,20,2.8,0
12,1,A,C,217.49,2006,6,23,5,0
12,1,A,C,217.49,2006,6,26,7.8,0
12,1,A,C,217.49,2006,6,29,3.2,0
12,1,A,C,217.49,2006,6,30,0.8,0
13,1,B,A,220.97,2006,6,3,4.8,0
13,1,B,A,220.97,2006,6,4,6,0
13,1,B,A,220.97,2006,6,8,3.2,0
13,1,B,A,220.97,2006,6,10,44,900
13,1,B,A,220.97,2006,6,13,2,0
13,1,B,A,220.97,2006,6,15,28.6,1387
13,1,B,A,220.97,2006,6,17,92.4,39295
13,1,B,A,220.97,2006,6,20,2.8,0
13,1,B,A,220.97,2006,6,23,5,0
13,1,B,A,220.97,2006,6,26,7.8,10
13,1,B,A,220.97,2006,6,29,3.2,0
13,1,B,A,220.97,2006,6,30,0.8,0
14,1,B,B,220.95,2006,6,3,4.8,0
14,1,B,B,220.95,2006,6,4,6,0
14,1,B,B,220.95,2006,6,8,3.2,0
14,1,B,B,220.95,2006,6,10,44,550
14,1,B,B,220.95,2006,6,13,2,0
14,1,B,B,220.95,2006,6,15,28.6,790
14,1,B,B,220.95,2006,6,17,92.4,32309
14,1,B,B,220.95,2006,6,20,2.8,0
14,1,B,B,220.95,2006,6,23,5,0
14,1,B,B,220.95,2006,6,26,7.8,10
14,1,B,B,220.95,2006,6,29,3.2,0
14,1,B,B,220.95,2006,6,30,0.8,0
15,1,B,C,219.25,2006,6,3,4.8,0
15,1,B,C,219.25,2006,6,4,6,5
15,1,B,C,219.25,2006,6,8,3.2,0
15,1,B,C,219.25,2006,6,10,44,520
15,1,B,C,219.25,2006,6,13,2,0
15,1,B,C,219.25,2006,6,15,28.6,680
15,1,B,C,219.25,2006,6,17,92.4,35747
15,1,B,C,219.25,2006,6,20,2.8,0
15,1,B,C,219.25,2006,6,23,5,0
15,1,B,C,219.25,2006,6,26,7.8,15
15,1,B,C,219.25,2006,6,29,3.2,0
15,1,B,C,219.25,2006,6,30,0.8,0
1,1,A,C,222.57,2006,7,3,6.2,0
1,1,A,C,222.57,2006,7,6,53.8,580
1,1,A,C,222.57,2006,7,8,6,5
1,1,A,C,222.57,2006,7,15,27,430
1,1,A,C,222.57,2006,7,20,22.4,50
1,1,A,C,222.57,2006,7,21,8.8,10
1,1,A,C,222.57,2006,7,29,3,0
2,1,A,A,219.5,2006,7,3,6.2,0
2,1,A,A,219.5,2006,7,6,53.8,480
2,1,A,A,219.5,2006,7,8,6,0
2,1,A,A,219.5,2006,7,15,27,330
2,1,A,A,219.5,2006,7,20,22.4,20
2,1,A,A,219.5,2006,7,21,8.8,10
2,1,A,A,219.5,2006,7,29,3,0
3,1,A,A,218.69,2006,7,3,6.2,0
3,1,A,A,218.69,2006,7,6,53.8,290
3,1,A,A,218.69,2006,7,8,6,0
3,1,A,A,218.69,2006,7,15,27,310
3,1,A,A,218.69,2006,7,20,22.4,10
3,1,A,A,218.69,2006,7,21,8.8,5
3,1,A,A,218.69,2006,7,29,3,0
4,1,A,A,218.49,2006,7,3,6.2,0
4,1,A,A,218.49,2006,7,6,53.8,1010
4,1,A,A,218.49,2006,7,8,6,10
4,1,A,A,218.49,2006,7,15,27,440
4,1,A,A,218.49,2006,7,20,22.4,150
4,1,A,A,218.49,2006,7,21,8.8,30
4,1,A,A,218.49,2006,7,29,3,0
5,1,A,A,218.61,2006,7,3,6.2,0
5,1,A,A,218.61,2006,7,6,53.8,1669
5,1,A,A,218.61,2006,7,8,6,30
5,1,A,A,218.61,2006,7,15,27,600
5,1,A,A,218.61,2006,7,20,22.4,180
5,1,A,A,218.61,2006,7,21,8.8,70
5,1,A,A,218.61,2006,7,29,3,0
6,1,A,C,218.03,2006,7,3,6.2,0
6,1,A,C,218.03,2006,7,6,53.8,1490
6,1,A,C,218.03,2006,7,8,6,5
6,1,A,C,218.03,2006,7,15,27,580
6,1,A,C,218.03,2006,7,20,22.4,110
6,1,A,C,218.03,2006,7,21,8.8,5
6,1,A,C,218.03,2006,7,29,3,0
7,1,A,A,218.08,2006,7,3,6.2,0
7,1,A,A,218.08,2006,7,6,53.8,400
7,1,A,A,218.08,2006,7,8,6,10
7,1,A,A,218.08,2006,7,15,27,200
7,1,A,A,218.08,2006,7,20,22.4,80
7,1,A,A,218.08,2006,7,21,8.8,30
7,1,A,A,218.08,2006,7,29,3,0
8,1,B,C,217.88,2006,7,3,6.2,5
8,1,B,C,217.88,2006,7,6,53.8,3007
8,1,B,C,217.88,2006,7,8,6,30
8,1,B,C,217.88,2006,7,15,27,1117
8,1,B,C,217.88,2006,7,20,22.4,450
8,1,B,C,217.88,2006,7,21,8.8,160
8,1,B,C,217.88,2006,7,29,3,0
9,1,B,C,217.3,2006,7,3,6.2,5
9,1,B,C,217.3,2006,7,6,53.8,3236
9,1,B,C,217.3,2006,7,8,6,15
9,1,B,C,217.3,2006,7,15,27,1166
9,1,B,C,217.3,2006,7,20,22.4,300
9,1,B,C,217.3,2006,7,21,8.8,10
9,1,B,C,217.3,2006,7,29,3,0
10,1,B,C,221.45,2006,7,3,6.2,5
10,1,B,C,221.45,2006,7,6,53.8,1850
10,1,B,C,221.45,2006,7,8,6,15
10,1,B,C,221.45,2006,7,15,27,820
10,1,B,C,221.45,2006,7,20,22.4,200
10,1,B,C,221.45,2006,7,21,8.8,30
10,1,B,C,221.45,2006,7,29,3,0
11,1,A,A,220.43,2006,7,3,6.2,0
11,1,A,A,220.43,2006,7,6,53.8,2090
11,1,A,A,220.43,2006,7,8,6,20
11,1,A,A,220.43,2006,7,15,27,1000
11,1,A,A,220.43,2006,7,20,22.4,150
11,1,A,A,220.43,2006,7,21,8.8,75
11,1,A,A,220.43,2006,7,29,3,0
12,1,A,C,217.49,2006,7,3,6.2,0
12,1,A,C,217.49,2006,7,6,53.8,1030
12,1,A,C,217.49,2006,7,8,6,5
12,1,A,C,217.49,2006,7,15,27,400
12,1,A,C,217.49,2006,7,20,22.4,100
12,1,A,C,217.49,2006,7,21,8.8,30
12,1,A,C,217.49,2006,7,29,3,0
13,1,B,A,220.97,2006,7,3,6.2,5
13,1,B,A,220.97,2006,7,6,53.8,2287
13,1,B,A,220.97,2006,7,8,6,10
13,1,B,A,220.97,2006,7,15,27,1117
13,1,B,A,220.97,2006,7,20,22.4,250
13,1,B,A,220.97,2006,7,21,8.8,30
13,1,B,A,220.97,2006,7,29,3,0
14,1,B,B,220.95,2006,7,3,6.2,5
14,1,B,B,220.95,2006,7,6,53.8,2294
14,1,B,B,220.95,2006,7,8,6,10
14,1,B,B,220.95,2006,7,15,27,880
14,1,B,B,220.95,2006,7,20,22.4,180
14,1,B,B,220.95,2006,7,21,8.8,20
14,1,B,B,220.95,2006,7,29,3,0
